Date,S&P 500 ,NASDAQ ,RUSSELL 2000,DOW JONES,FTSE 100,CAC 40,SMI,IBEX 35,FTSE MIB ,ATHEX ,DAX,MEXICO BOLSA ,BRAZIL BOVESPA ,S&P/TSX 60 INDEX,NIFTY 500,NIKKEI 225 ,HANG SENG,SHANGHAI SE A SHARE,S&P/ASX 200,KOREA SE COMPOSITE (KOSPI)
2023-10-04,4058.781532603522,12599.723940980484,1645.8924321751547,31536.934792955737,8559.411085450345,6996.73,9812.251413975553,9102.9,27435.59,1170.13,15099.92,2688.3658696850225,20981.09792695877,791.5368100283954,195.78346530079065,194.86693689955638,2093.0462407342043,425.16883523245804,4147.848779460013,1.7010960260217791
2023-10-05,4036.199052132701,12530.644549763034,1641.2417061611375,31392.957345971565,8611.510458800416,6998.25,9836.84546615581,9157.7,27490.81,1154.02,15070.22,2567.183897126993,20782.26013575491,794.6265560165974,195.8819196499435,198.33648200153178,2087.2760562867934,423.3529358310291,4181.560198043715,1.681485886179999
2023-10-06,4069.4214876033056,12686.035419126327,1648.69893742621,31553.794569067297,8664.254335260117,7060.15,9886.507936507936,9235.8,27810.61,1136.93,15229.77,2581.7476757695235,20950.088079859073,797.829393059588,196.49946524411732,196.0323192713933,2118.7422755361686,421.85513133129376,4193.31825856247,1.6924628129369523
2023-10-09,4103.0188322134945,12760.707864105232,1661.7677675783098,31801.504684394815,8676.56050955414,7021.4,9872.505017332604,9151.3,27682.06,1111.29,15128.11,2562.60152881274,21215.003546393273,803.6906792938966,194.62741573672048,197.51263342361,2121.3926733272783,421.3749472796289,4228.591621924955,1.6924628129369523
2023-10-10,4109.608675153229,12789.099481376708,1674.6346063177746,31814.521452145218,8837.641197937786,7162.43,10036.206896551725,9352.1,28318.22,1157.85,15423.52,2644.0654262114945,21787.40201567749,812.3420796890184,196.13315099542146,201.29049234378468,2131.6065427383687,416.72181150803914,4269.748627914734,1.6859145738163908
2023-10-11,4121.809963273377,12863.433468311518,1669.931255297109,31834.33468311517,8835.841836734693,7131.21,10069.604086845466,9360.4,28419.06,1175.78,15460.01,2658.2491422488756,21828.06206176339,818.2189740570122,197.10992881137742,201.62574576217682,2153.5378579079756,416.42930856553147,4281.0798731692585,1.713007243336969
2023-10-12,4131.468465045593,12893.446048632219,1647.273936170213,31944.47188449848,8840.962183416214,7104.53,10016.210545520891,9336.0,28493.35,1182.31,15425.03,2627.7159888964898,22026.872412495297,813.6603302344942,198.6441878765752,206.03404875883714,2208.7377229845106,423.8256583011959,4253.111411006148,1.7425969389906262
2023-10-13,4117.381790505186,12755.427647226716,1636.1050328227573,32033.384073827423,8780.589254766031,7003.53,9943.714650611202,9232.9,28237.02,1169.66,15186.66,2597.599120449034,21675.78296896213,814.9125861948876,198.66004667566082,205.57245547073794,2167.851188375461,421.6192987596445,4220.765616114454,1.7403211178187796
2023-10-16,4141.695075757576,12848.465909090908,1654.4128787878785,32182.329545454544,8828.682170542636,7022.19,9933.433679985405,9287.1,28391.6,1173.76,15237.99,2637.8934159984537,21898.4882224164,821.1793355366151,197.97634424701604,200.51955537258132,2138.380973161685,417.43021825011334,4220.627102354637,1.7163509295985004
2023-10-17,4134.6317481327405,12795.452396709841,1669.7078566701332,32143.008414484262,8838.33486872409,7029.7,9865.00638569604,9298.5,28367.36,1169.79,15251.69,2606.5321258457348,21735.609875015234,820.2119553923945,198.37593100333007,202.19796794143633,2147.991395146476,417.977310191021,4245.548736462094,1.7213495567481336
2023-10-18,4094.713865426592,12635.75970390054,1640.704185251969,31949.40685204517,8743.446448118915,6965.99,9738.587848932677,9212.7,28135.79,1178.88,15094.91,2561.683695245879,21392.525906128383,809.2994291645045,197.60015612964364,202.8247246486897,2149.3963636363637,416.0502315685689,4256.052196397967,1.7226158914918472
2023-10-19,4043.096115679047,12462.130233437294,1609.2051790946036,31579.415934221717,8605.312679288581,6921.37,9531.317277869002,9146.8,27746.82,1178.59,15045.23,2516.4915171824555,21274.4203405645,801.1984296439149,196.8618185013688,198.2629155364915,2091.3508742231143,407.1228310443288,4175.224710701791,1.6959052011597133
2023-10-20,3987.313573720974,12255.814612044554,1586.5489899943366,31269.85085897678,8498.926459613067,6816.22,9440.430578361613,9029.1,27357.0,1174.91,14798.47,2498.7854397701835,21223.31735954161,790.9159727479181,195.33266536287115,196.89695137314186,2072.7646913267313,403.5144079112883,4113.572173705702,1.6535082222872022
2023-10-23,3952.2399250234303,12200.87160262418,1561.274601686973,30868.238050609187,8466.597784283336,6850.47,9425.214376938515,8995.5,27558.78,1173.7,14800.72,2489.6049257088844,21086.930102551156,784.2415115005475,190.47527854769342,194.0564649910795,2064.702416736804,394.7937817462097,4064.79703043801,1.642156452916423
2023-10-24,4011.029272898962,12407.809254013222,1585.9301227573185,31294.97639282342,8485.1303249512,6893.65,9466.164933406311,8975.8,27572.74,1196.56,14879.94,2497.544037896569,21519.93341341379,784.3156122203513,192.1072206878434,195.6560216679264,2049.3821651057465,401.2000568379988,4115.1675918979745,1.6509388874651079
2023-10-25,3962.867960246096,12135.560814008519,1563.1140558447705,31269.219119734975,8498.297896727607,6915.07,9488.168217478562,8984.8,27428.6,1185.24,14892.18,2518.2534182556906,21375.390736004545,781.4689032966279,190.80471605535087,197.0131048387097,2063.159102298594,403.3632359504052,4091.9978508104236,1.659925824986303
2023-10-26,3917.0895663700053,11925.402385911759,1568.8316606703274,31039.85987502367,8444.79274313928,6888.96,9457.845283707353,8962.8,27507.9,1177.39,14731.05,2564.8746958986408,21792.73745668581,776.4802518995139,188.28435562419628,192.65183040070508,2066.965390119085,405.4912060464093,4077.14696112757,1.6156911249007357
2023-10-27,3896.994936349439,11966.314892811508,1549.325635322512,30682.494912687518,8366.35685599541,6795.38,9417.724867724866,8918.3,27287.45,1178.79,14687.41,2557.875411959491,21379.236168767453,767.3171397379913,190.55688832665032,196.056871738099,2102.463929236049,409.256061517368,4092.987199856111,1.6064248343215906
2023-10-30,3925.407442298633,12048.497409326423,1551.8511540273196,31021.158737635415,8400.080247621232,6825.07,9471.072796934866,9013.9,27339.91,1186.38,14716.54,2571.8537075455693,21003.107589798146,771.2591986917416,190.3939491157486,193.93473797264426,2095.7882823223445,408.07275397229216,4067.5623085700563,1.6178509410710284
2023-10-31,3964.6435999243713,12149.026280960483,1571.4501796180753,31246.804688977125,8412.38582179583,6885.65,9479.255610290093,9017.3,27741.91,1193.1,14810.34,2569.9428777961984,21237.87177730434,771.9347255817124,190.71077808373545,192.32089994079337,2069.0735859550696,408.9490141354627,4062.12310918077,1.5864986837156827
2023-11-01,4009.328287606433,12357.114474929045,1579.659413434248,31480.208136234633,8440.544890217267,6932.63,9582.092683816822,9075.0,27985.44,1196.48,14923.27,2650.8711409889097,21970.077146348918,782.2067458691793,190.1243085255782,198.06117012942246,2074.5146322971946,409.7779501599922,4136.0274594006105,1.6118721461187213
2023-11-02,4064.9406891357553,12515.712671813217,1613.8297872340424,31857.540952739597,8555.296415441177,7060.69,9662.452107279692,9260.4,28479.39,1219.99,15143.6,2676.1483507298585,21862.783847980994,809.4967282195348,190.98516739567958,199.9304777697819,2073.701122865292,406.00145404010834,4179.7358776313795,1.6323129867777575
2023-11-03,4061.448140900196,12560.134190662568,1640.760413754543,31741.0492964309,8556.122037026356,7047.5,9651.22240467068,9293.9,28674.83,1219.77,15189.25,2734.969511707184,22464.091863991103,812.4846500204667,190.53325809498136,199.29445154851388,2103.3722314836864,405.57119062661536,4234.986496737976,1.6607343206552228
2023-11-06,4073.8826164038437,12614.332369133153,1621.6665111505085,31814.74293179061,8543.837825385855,7013.73,9648.558657179346,9241.5,28592.6,1237.37,15135.97,2745.2065937746725,22617.36340545805,808.377605230895,192.39130839866317,203.35403649476203,2138.2815521848056,411.5260719465086,4236.610662065208,1.7599395154200514
